id,order id,order date,country,city,region,subregion,customer,customer id,industry,segment,product,sales,quantity,discount,profit,purchase_month,profit_margin,rev_per_unit,discount_category
18,EMEA-2020-167164,13/05/2020,Turkey,Ankara,EMEA,MEA,Home Depot,1047,Retail,SMB,Marketing Suite - Gold,55.5,2,0,9.99,2020-05,18,27.75,No Discount (0-0)
19,AMER-2020-143336,27/08/2020,United States,Los Angeles,AMER,NAMER,Wells Fargo,1099,Finance,SMB,ChatBot Plugin,8.56,2,0,2.48,2020-08,29,4.28,No Discount (0-0)
20,AMER-2020-143336,27/08/2020,United States,Los Angeles,AMER,NAMER,Wells Fargo,1099,Finance,SMB,Site Analytics,213.48,3,0.2,16.01,2020-08,7.5,71.16,Low Discount (0.1-0.2)
21,AMER-2020-143336,27/08/2020,United States,Los Angeles,AMER,NAMER,Wells Fargo,1099,Finance,SMB,ContactMatcher,22.72,4,0.2,7.38,2020-08,32.5,5.68,Low Discount (0.1-0.2)
22,AMER-2022-137330,10/12/2022,Costa Rica,San José,AMER,LATAM,Carrefour,1048,Retail,Strategic,ChatBot Plugin,19.46,7,0,5.06,2022-12,26,2.78,No Discount (0-0)
23,AMER-2022-137330,10/12/2022,Costa Rica,San José,AMER,LATAM,Carrefour,1048,Retail,Strategic,OneView,60.34,7,0,15.69,2022-12,26,8.62,No Discount (0-0)
24,EMEA-2023-156909,17/07/2023,France,Paris,EMEA,EU-WEST,Costco Wholesale,1025,Retail,SMB,FinanceHub,71.37,2,0.3,-1.02,2023-07,-1.43,35.69,Moderately Low Discount (0.2-0.3)
25,EMEA-2021-106320,25/09/2021,Turkey,Istanbul,EMEA,MEA,McKesson,1063,Consumer Products,SMB,ContactMatcher,1044.63,3,0,240.26,2021-09,23,348.21,No Discount (0-0)
26,AMER-2022-121755,16/01/2022,United States,New York City,AMER,NAMER,Siemens,1043,Manufacturing,SMB,ContactMatcher,11.65,2,0.2,4.22,2022-01,36.25,5.82,Low Discount (0.1-0.2)
27,AMER-2022-121755,16/01/2022,United States,New York City,AMER,NAMER,Siemens,1043,Manufacturing,SMB,Data Smasher,90.57,3,0,11.77,2022-01,13,30.19,No Discount (0-0)
28,EMEA-2021-150630,17/09/2021,France,Paris,EMEA,EU-WEST,Intel,1051,Tech,SMB,Marketing Suite,3083.43,7,0.5,-1665.05,2021-09,-54,440.49,Moderately High Discount (0.4-0.5)
29,EMEA-2021-150630,17/09/2021,France,Paris,EMEA,EU-WEST,Intel,1051,Tech,SMB,ContactMatcher,9.62,2,0.7,-7.05,2021-09,-73.33,4.81,Very High Discount (0.6-0.7)
30,EMEA-2021-150630,17/09/2021,France,Paris,EMEA,EU-WEST,Intel,1051,Tech,SMB,SaaS Connector Pack,124.2,3,0.2,15.53,2021-09,12.5,41.4,Low Discount (0.1-0.2)
31,EMEA-2021-150630,17/09/2021,France,Paris,EMEA,EU-WEST,Intel,1051,Tech,SMB,SaaS Connector Pack - Gold,3.26,2,0.2,1.1,2021-09,33.75,1.63,Low Discount (0.1-0.2)
32,EMEA-2021-150630,17/09/2021,France,Paris,EMEA,EU-WEST,Intel,1051,Tech,SMB,ChatBot Plugin,86.3,6,0.2,9.71,2021-09,11.25,14.38,Low Discount (0.1-0.2)
33,EMEA-2021-150630,17/09/2021,France,Paris,EMEA,EU-WEST,Intel,1051,Tech,SMB,ContactMatcher,6.86,6,0.7,-5.71,2021-09,-83.33,1.14,Very High Discount (0.6-0.7)
34,EMEA-2021-150630,17/09/2021,France,Paris,EMEA,EU-WEST,Intel,1051,Tech,SMB,ChatBot Plugin,15.76,2,0.2,3.55,2021-09,22.5,7.88,Low Discount (0.1-0.2)
35,APJ-2023-107727,20/10/2023,Japan,Tokyo,APJ,JAPN,Glencore,1083,Misc,Enterprise,Support,29.47,3,0.2,9.95,2023-10,33.75,9.82,Low Discount (0.1-0.2)
36,APJ-2022-117590,09/12/2022,Japan,Aichi,APJ,JAPN,Procter & Gamble,1077,Consumer Products,Strategic,Site Analytics,1097.54,7,0.2,123.47,2022-12,11.25,156.79,Low Discount (0.1-0.2)
37,APJ-2022-117590,09/12/2022,Japan,Aichi,APJ,JAPN,Procter & Gamble,1077,Consumer Products,Strategic,SaaS Connector Pack,190.92,5,0.6,-147.96,2022-12,-77.5,38.18,High Discount (0.5-0.6)
38,APJ-2021-117415,27/12/2021,Japan,Tokyo,APJ,JAPN,Banco Santander,1101,Finance,Enterprise,SaaS Connector Pack - Gold,113.33,9,0.2,35.41,2021-12,31.25,12.59,Low Discount (0.1-0.2)
39,APJ-2021-117415,27/12/2021,Japan,Tokyo,APJ,JAPN,Banco Santander,1101,Finance,Enterprise,Marketing Suite,532.4,3,0.32,-46.98,2021-12,-8.82,177.47,Moderate Discount (0.3-0.4)
40,APJ-2021-117415,27/12/2021,Japan,Tokyo,APJ,JAPN,Banco Santander,1101,Finance,Enterprise,FinanceHub,212.06,3,0.3,-15.15,2021-12,-7.14,70.69,Moderately Low Discount (0.2-0.3)
41,APJ-2021-117415,27/12/2021,Japan,Tokyo,APJ,JAPN,Banco Santander,1101,Finance,Enterprise,Site Analytics,371.17,4,0.2,41.76,2021-12,11.25,92.79,Low Discount (0.1-0.2)
42,APJ-2023-120999,11/09/2023,Australia,Wollongong,APJ,ANZ,Pemex,1058,Energy,Strategic,Site Analytics,147.17,4,0.2,16.56,2023-09,11.25,36.79,Low Discount (0.1-0.2)
43,AMER-2022-101343,18/07/2022,United States,New York City,AMER,NAMER,Siemens,1043,Manufacturing,Strategic,Marketing Suite - Gold,77.88,2,0,3.89,2022-07,5,38.94,No Discount (0-0)
44,EMEA-2023-139619,20/09/2023,Germany,Hanover,EMEA,EU-WEST,Samsung Electronics,1015,Tech,Strategic,Marketing Suite - Gold,95.62,2,0.2,9.56,2023-09,10,47.81,Low Discount (0.1-0.2)
45,EMEA-2022-118255,12/03/2022,Luxembourg,Luxembourg,EMEA,EU-WEST,Sony,1028,Tech,Strategic,Data Smasher,45.98,2,0,19.77,2022-03,43,22.99,No Discount (0-0)
46,EMEA-2022-118255,12/03/2022,Luxembourg,Luxembourg,EMEA,EU-WEST,Sony,1028,Tech,Strategic,ContactMatcher,17.46,2,0,8.21,2022-03,47,8.73,No Discount (0-0)
47,AMER-2020-146703,20/10/2020,Brazil,Salvador,AMER,LATAM,Morgan Stanley,1068,Finance,SMB,Marketing Suite - Gold,211.96,4,0,8.48,2020-10,4,52.99,No Discount (0-0)
48,APJ-2022-169194,21/06/2022,Philippines,Davao City,APJ,APAC,Bank of America Corp.,1011,Finance,SMB,Data Smasher,45,3,0,4.95,2022-06,11,15,No Discount (0-0)
49,APJ-2022-169194,21/06/2022,Philippines,Davao City,APJ,APAC,Bank of America Corp.,1011,Finance,SMB,Site Analytics,21.8,2,0,6.1,2022-06,28,10.9,No Discount (0-0)
50,APJ-2021-115742,18/04/2021,India,Kolkata,APJ,IND,Siemens,1043,Manufacturing,SMB,ContactMatcher,38.22,6,0,17.96,2021-04,47,6.37,No Discount (0-0)
51,APJ-2021-115742,18/04/2021,India,Kolkata,APJ,IND,Siemens,1043,Manufacturing,SMB,FinanceHub,75.18,6,0,35.33,2021-04,47,12.53,No Discount (0-0)
52,APJ-2021-115742,18/04/2021,India,Kolkata,APJ,IND,Siemens,1043,Manufacturing,SMB,SaaS Connector Pack,6.16,2,0,2.96,2021-04,48,3.08,No Discount (0-0)
53,APJ-2021-115742,18/04/2021,India,Kolkata,APJ,IND,Siemens,1043,Manufacturing,SMB,FinanceHub,89.99,1,0,17.1,2021-04,19,89.99,No Discount (0-0)
54,EMEA-2022-105816,12/12/2022,United Kingdom,London,EMEA,UKIR,Tesco,1059,Retail,Strategic,Storage,15.26,7,0,6.26,2022-12,41,2.18,No Discount (0-0)
55,EMEA-2022-105816,12/12/2022,United Kingdom,London,EMEA,UKIR,Tesco,1059,Retail,Strategic,Site Analytics,1029.95,5,0,298.69,2022-12,29,205.99,No Discount (0-0)
56,EMEA-2022-111682,18/06/2022,United Kingdom,Brighton,EMEA,UKIR,Aviva,1006,Finance,SMB,Marketing Suite - Gold,208.56,6,0,52.14,2022-06,25,34.76,No Discount (0-0)
57,EMEA-2022-111682,18/06/2022,United Kingdom,Brighton,EMEA,UKIR,Aviva,1006,Finance,SMB,Support,32.4,5,0,15.55,2022-06,48,6.48,No Discount (0-0)
58,EMEA-2022-111682,18/06/2022,United Kingdom,Brighton,EMEA,UKIR,Aviva,1006,Finance,SMB,FinanceHub,319.41,5,0.1,7.1,2022-06,2.22,63.88,Very Low Discount (0.001-0.1)
59,EMEA-2022-111682,18/06/2022,United Kingdom,Brighton,EMEA,UKIR,Aviva,1006,Finance,SMB,Support,14.56,2,0,6.99,2022-06,48,7.28,No Discount (0-0)
60,EMEA-2022-111682,18/06/2022,United Kingdom,Brighton,EMEA,UKIR,Aviva,1006,Finance,SMB,Data Smasher,30,2,0,3.3,2022-06,11,15,No Discount (0-0)
61,EMEA-2022-111682,18/06/2022,United Kingdom,Brighton,EMEA,UKIR,Aviva,1006,Finance,SMB,ContactMatcher,48.48,4,0.2,16.36,2022-06,33.75,12.12,Low Discount (0.1-0.2)
62,EMEA-2022-111682,18/06/2022,United Kingdom,Brighton,EMEA,UKIR,Aviva,1006,Finance,SMB,ChatBot Plugin,1.68,1,0,0.84,2022-06,50,1.68,No Discount (0-0)
63,AMER-2021-135545,24/11/2021,United States,New York City,AMER,NAMER,Mondelez International,1067,Consumer Products,SMB,Data Smasher,13.98,2,0,6.15,2021-11,44,6.99,No Discount (0-0)
64,AMER-2021-135545,24/11/2021,United States,New York City,AMER,NAMER,Mondelez International,1067,Consumer Products,SMB,ContactMatcher,25.82,6,0.2,9.36,2021-11,36.25,4.3,Low Discount (0.1-0.2)
65,AMER-2021-135545,24/11/2021,United States,New York City,AMER,NAMER,Mondelez International,1067,Consumer Products,SMB,Support,146.73,3,0,68.96,2021-11,47,48.91,No Discount (0-0)
66,AMER-2021-135545,24/11/2021,United States,New York City,AMER,NAMER,Mondelez International,1067,Consumer Products,SMB,SaaS Connector Pack,79.76,4,0,22.33,2021-11,28,19.94,No Discount (0-0)
67,APJ-2021-164175,30/04/2021,Australia,Sydney,APJ,ANZ,Abbott Laboratories,1001,Healthcare,Enterprise,FinanceHub,213.12,5,0.3,-15.22,2021-04,-7.14,42.62,Moderately Low Discount (0.2-0.3)
68,AMER-2020-106376,05/12/2020,Chile,Puente Alto,AMER,LATAM,Morgan Stanley,1068,Finance,Strategic,ChatBot Plugin,1113.02,8,0.2,111.3,2020-12,10,139.13,Low Discount (0.1-0.2)
69,AMER-2020-106376,05/12/2020,Chile,Puente Alto,AMER,LATAM,Morgan Stanley,1068,Finance,Strategic,Site Analytics,167.97,4,0.2,62.99,2020-12,37.5,41.99,Low Discount (0.1-0.2)
70,EMEA-2022-119823,05/06/2022,Spain,Madrid,EMEA,EU-WEST,Fannie Mae,1035,Finance,SMB,Support,75.88,2,0,35.66,2022-06,47,37.94,No Discount (0-0)
71,EMEA-2022-106075,19/09/2022,United Kingdom,London,EMEA,UKIR,Aetna,1002,Healthcare,SMB,ContactMatcher,4.62,1,0.2,1.73,2022-09,37.5,4.62,Low Discount (0.1-0.2)
72,AMER-2023-114440,15/09/2023,Brazil,Rio de Janeiro,AMER,LATAM,Intel,1051,Tech,SMB,Support,19.05,3,0,8.76,2023-09,46,6.35,No Discount (0-0)
73,EMEA-2021-134026,26/04/2021,South Africa,Cape Town,EMEA,MEA,Oracle,1072,Tech,SMB,FinanceHub,831.94,8,0.2,-114.39,2021-04,-13.75,103.99,Low Discount (0.1-0.2)
74,EMEA-2021-134026,26/04/2021,South Africa,Cape Town,EMEA,MEA,Oracle,1072,Tech,SMB,SaaS Connector Pack,97.04,2,0.2,1.21,2021-04,1.25,48.52,Low Discount (0.1-0.2)
75,EMEA-2021-134026,26/04/2021,South Africa,Cape Town,EMEA,MEA,Oracle,1072,Tech,SMB,Marketing Suite - Gold,72.78,1,0.2,-18.2,2021-04,-25,72.78,Low Discount (0.1-0.2)
76,APJ-2023-118038,10/12/2023,Japan,Tokyo,APJ,JAPN,Nissan Motor,1098,Transportation,Strategic,ContactMatcher,1.25,3,0.8,-1.93,2023-12,-155,0.42,Extremely High Discount (0.7-0.8)
77,APJ-2023-118038,10/12/2023,Japan,Tokyo,APJ,JAPN,Nissan Motor,1098,Transportation,Strategic,SaaS Connector Pack,9.71,3,0.6,-5.82,2023-12,-60,3.24,High Discount (0.5-0.6)
78,APJ-2023-118038,10/12/2023,Japan,Tokyo,APJ,JAPN,Nissan Motor,1098,Transportation,Strategic,Marketing Suite - Gold,27.24,3,0.2,2.72,2023-12,10,9.08,Low Discount (0.1-0.2)
79,APJ-2020-147606,26/11/2020,Japan,Tokyo,APJ,JAPN,Oracle,1072,Tech,SMB,SaaS Connector Pack,19.3,5,0.6,-14.47,2020-11,-75,3.86,High Discount (0.5-0.6)
80,EMEA-2022-127208,13/06/2022,Portugal,Lisboa,EMEA,EU-WEST,Tyson Foods,1088,Consumer Products,Strategic,OneView,208.16,1,0,56.2,2022-06,27,208.16,No Discount (0-0)
81,EMEA-2022-127208,13/06/2022,Portugal,Lisboa,EMEA,EU-WEST,Tyson Foods,1088,Consumer Products,Strategic,ContactMatcher,16.74,3,0,8.04,2022-06,48,5.58,No Discount (0-0)
82,AMER-2020-139451,12/10/2020,United States,Los Angeles,AMER,NAMER,Verizon Communications,1094,Communications,SMB,ChatBot Plugin,14.9,5,0,4.17,2020-10,28,2.98,No Discount (0-0)
83,AMER-2020-139451,12/10/2020,United States,Los Angeles,AMER,NAMER,Verizon Communications,1094,Communications,SMB,Marketing Suite - Gold,21.39,1,0,6.2,2020-10,29,21.39,No Discount (0-0)
84,EMEA-2021-149734,03/09/2021,Sweden,Uppsala,EMEA,NOR,Itochu,1032,Finance,Strategic,SaaS Connector Pack - Gold,200.98,7,0.2,62.81,2021-09,31.25,28.71,Low Discount (0.1-0.2)
85,APJ-2023-119662,14/11/2023,Australia,Sydney,APJ,ANZ,Royal Dutch Shell,1031,Energy,Enterprise,Marketing Suite - Gold,230.38,3,0.2,-48.95,2023-11,-21.25,76.79,Low Discount (0.1-0.2)
86,AMER-2023-140088,29/05/2023,Colombia,Bogotá,AMER,LATAM,Morgan Stanley,1068,Finance,SMB,FinanceHub,301.96,2,0,33.22,2023-05,11,150.98,No Discount (0-0)
87,EMEA-2023-155558,27/10/2023,Luxembourg,Luxembourg,EMEA,EU-WEST,Daimler,1052,Transportation,SMB,Data Smasher,19.99,1,0,6.8,2023-10,34,19.99,No Discount (0-0)
88,EMEA-2023-155558,27/10/2023,Luxembourg,Luxembourg,EMEA,EU-WEST,Daimler,1052,Transportation,SMB,FinanceHub,6.16,2,0,2.96,2023-10,48,3.08,No Discount (0-0)
89,APJ-2022-159695,06/04/2022,Japan,Tokyo,APJ,JAPN,Fannie Mae,1035,Finance,Enterprise,Marketing Suite - Gold,158.37,7,0.2,13.86,2022-04,8.75,22.62,Low Discount (0.1-0.2)
90,AMER-2022-109806,18/09/2022,United States,New York City,AMER,NAMER,Daimler,1052,Transportation,Strategic,ChatBot Plugin,20.1,3,0,6.63,2022-09,33,6.7,No Discount (0-0)
91,AMER-2022-109806,18/09/2022,United States,New York City,AMER,NAMER,Daimler,1052,Transportation,Strategic,Site Analytics,73.58,2,0.2,8.28,2022-09,11.25,36.79,Low Discount (0.1-0.2)
92,AMER-2022-109806,18/09/2022,United States,New York City,AMER,NAMER,Daimler,1052,Transportation,Strategic,Support,6.48,1,0,3.11,2022-09,48,6.48,No Discount (0-0)
93,EMEA-2021-149587,31/01/2021,Luxembourg,Luxembourg,EMEA,EU-WEST,Morgan Stanley,1068,Finance,SMB,Support,12.96,2,0,6.22,2021-01,48,6.48,No Discount (0-0)
94,EMEA-2021-149587,31/01/2021,Luxembourg,Luxembourg,EMEA,EU-WEST,Morgan Stanley,1068,Finance,SMB,SaaS Connector Pack,53.34,3,0,16.54,2021-01,31,17.78,No Discount (0-0)
95,EMEA-2021-149587,31/01/2021,Luxembourg,Luxembourg,EMEA,EU-WEST,Morgan Stanley,1068,Finance,SMB,ContactMatcher,32.96,2,0,16.15,2021-01,49,16.48,No Discount (0-0)
96,EMEA-2023-109484,07/11/2023,Belgium,Brussels,EMEA,EU-WEST,Walgreens,1095,Retail,Enterprise,ContactMatcher,5.68,1,0.7,-3.79,2023-11,-66.67,5.68,Very High Discount (0.6-0.7)
97,EMEA-2023-161018,10/11/2023,United Kingdom,London,EMEA,UKIR,Boeing,1014,Manufacturing,Enterprise,SaaS Connector Pack,96.53,7,0,40.54,2023-11,42,13.79,No Discount (0-0)
98,AMER-2023-157833,18/06/2023,United States,Los Angeles,AMER,NAMER,Valero Energy,1093,Energy,SMB,ContactMatcher,51.31,3,0.2,17.96,2023-06,35,17.1,Low Discount (0.1-0.2)
99,EMEA-2022-149223,07/09/2022,Luxembourg,Luxembourg,EMEA,EU-WEST,Nestle,1089,Consumer Products,Strategic,OneView,77.88,6,0,22.59,2022-09,29,12.98,No Discount (0-0)
100,APJ-2022-158568,30/08/2022,Australia,Sydney,APJ,ANZ,Philip Morris International,1075,Consumer Products,Enterprise,Support,64.62,7,0.2,22.62,2022-08,35,9.23,Low Discount (0.1-0.2)
101,APJ-2022-158568,30/08/2022,Australia,Sydney,APJ,ANZ,Philip Morris International,1075,Consumer Products,Enterprise,Data Smasher,95.98,3,0.2,-10.8,2022-08,-11.25,31.99,Low Discount (0.1-0.2)
102,APJ-2022-158568,30/08/2022,Australia,Sydney,APJ,ANZ,Philip Morris International,1075,Consumer Products,Enterprise,ContactMatcher,1.79,3,0.8,-3.04,2022-08,-170,0.6,Extremely High Discount (0.7-0.8)
103,EMEA-2022-129903,02/12/2022,Luxembourg,Luxembourg,EMEA,EU-WEST,Trafigura Group,1100,Finance,SMB,Support,23.92,4,0,11.72,2022-12,49,5.98,No Discount (0-0)
104,EMEA-2021-156867,13/11/2021,Russia,Moscow,EMEA,EU-EAST,Walmart,1096,Retail,SMB,Data Smasher,238.9,6,0.2,-26.88,2021-11,-11.25,39.82,Low Discount (0.1-0.2)
105,EMEA-2021-156867,13/11/2021,Russia,Moscow,EMEA,EU-EAST,Walmart,1096,Retail,SMB,SaaS Connector Pack,102.36,3,0.2,-3.84,2021-11,-3.75,34.12,Low Discount (0.1-0.2)
106,EMEA-2021-156867,13/11/2021,Russia,Moscow,EMEA,EU-EAST,Walmart,1096,Retail,SMB,ContactMatcher,36.88,3,0.7,-25.82,2021-11,-70,12.29,Very High Discount (0.6-0.7)
107,EMEA-2023-119004,24/11/2023,Sweden,Stockholm,EMEA,NOR,Cisco Systems,1019,Tech,SMB,Data Smasher,74.11,8,0.2,17.6,2023-11,23.75,9.26,Low Discount (0.1-0.2)
108,EMEA-2023-119004,24/11/2023,Sweden,Stockholm,EMEA,NOR,Cisco Systems,1019,Tech,SMB,Site Analytics,27.99,1,0.2,2.1,2023-11,7.5,27.99,Low Discount (0.1-0.2)
109,EMEA-2023-119004,24/11/2023,Sweden,Stockholm,EMEA,NOR,Cisco Systems,1019,Tech,SMB,ChatBot Plugin,3.3,1,0.2,1.07,2023-11,32.5,3.3,Low Discount (0.1-0.2)
110,APJ-2021-129476,15/10/2021,Australia,Canberra,APJ,ANZ,Nissan Motor,1098,Transportation,Enterprise,Data Smasher,339.96,5,0.2,67.99,2021-10,20,67.99,Low Discount (0.1-0.2)
111,EMEA-2023-146780,26/12/2023,United Kingdom,London,EMEA,UKIR,Prudential Financial,1078,Finance,Strategic,SaaS Connector Pack,41.96,2,0,10.91,2023-12,26,20.98,No Discount (0-0)
112,EMEA-2022-128867,04/11/2022,Netherlands,The Hague,EMEA,EU-WEST,Walmart,1096,Retail,SMB,ChatBot Plugin,75.96,2,0,22.79,2022-11,30,37.98,No Discount (0-0)
113,EMEA-2022-128867,04/11/2022,Netherlands,The Hague,EMEA,EU-WEST,Walmart,1096,Retail,SMB,ContactMatcher,27.24,6,0,13.35,2022-11,49,4.54,No Discount (0-0)
114,AMER-2020-115259,25/08/2020,Mexico,Mexico City,AMER,LATAM,Amazon,1004,Tech,SMB,Storage,40.1,14,0.2,14.53,2020-08,36.25,2.86,Low Discount (0.1-0.2)
115,AMER-2020-115259,25/08/2020,Mexico,Mexico City,AMER,LATAM,Amazon,1004,Tech,SMB,SaaS Connector Pack - Gold,4.72,2,0.2,1.65,2020-08,35,2.36,Low Discount (0.1-0.2)
116,AMER-2020-115259,25/08/2020,Mexico,Mexico City,AMER,LATAM,Amazon,1004,Tech,SMB,Support,23.98,3,0.2,7.49,2020-08,31.25,7.99,Low Discount (0.1-0.2)
117,AMER-2020-115259,25/08/2020,Mexico,Mexico City,AMER,LATAM,Amazon,1004,Tech,SMB,SaaS Connector Pack - Gold,130.46,6,0.2,44.03,2020-08,33.75,21.74,Low Discount (0.1-0.2)
118,AMER-2021-110457,02/03/2021,Canada,Toronto,AMER,NAMER,Trafigura Group,1100,Finance,SMB,ContactMatcher,787.53,3,0,165.38,2021-03,21,262.51,No Discount (0-0)
119,EMEA-2021-136476,05/04/2021,South Africa,Cape Town,EMEA,MEA,Gazprom,1027,Energy,Strategic,ContactMatcher,157.79,1,0.7,-115.72,2021-04,-73.33,157.79,Very High Discount (0.6-0.7)
120,APJ-2022-103730,13/06/2022,Philippines,Manila,APJ,APAC,Aetna,1002,Healthcare,SMB,SaaS Connector Pack,47.04,3,0,18.35,2022-06,39,15.68,No Discount (0-0)
121,APJ-2022-103730,13/06/2022,Philippines,Manila,APJ,APAC,Aetna,1002,Healthcare,SMB,ContactMatcher,30.84,4,0,13.88,2022-06,45,7.71,No Discount (0-0)
122,APJ-2022-103730,13/06/2022,Philippines,Manila,APJ,APAC,Aetna,1002,Healthcare,SMB,Marketing Suite - Gold,226.56,6,0,63.44,2022-06,28,37.76,No Discount (0-0)
123,APJ-2022-103730,13/06/2022,Philippines,Manila,APJ,APAC,Aetna,1002,Healthcare,SMB,SaaS Connector Pack - Gold,115.02,9,0,51.76,2022-06,45,12.78,No Discount (0-0)
124,APJ-2022-103730,13/06/2022,Philippines,Manila,APJ,APAC,Aetna,1002,Healthcare,SMB,Site Analytics,68.04,7,0,19.73,2022-06,29,9.72,No Discount (0-0)
125,APJ-2020-152030,26/12/2020,Japan,Tokyo,APJ,JAPN,FedEx,1036,Transportation,Enterprise,FinanceHub,600.56,3,0.3,-8.58,2020-12,-1.43,200.19,Moderately Low Discount (0.2-0.3)
126,APJ-2020-134614,20/09/2020,Australia,Geelong,APJ,ANZ,Tesco,1059,Retail,SMB,ContactMatcher,617.7,6,0.5,-407.68,2020-09,-66,102.95,Moderately High Discount (0.4-0.5)
127,AMER-2023-107272,06/11/2023,Chile,Santiago,AMER,LATAM,Honda Motor,1045,Manufacturing,SMB,ContactMatcher,2.39,2,0.7,-1.83,2023-11,-76.67,1.19,Very High Discount (0.6-0.7)
128,AMER-2023-107272,06/11/2023,Chile,Santiago,AMER,LATAM,Honda Motor,1045,Manufacturing,SMB,Marketing Suite - Gold,243.99,7,0.2,30.5,2023-11,12.5,34.86,Low Discount (0.1-0.2)
129,AMER-2022-125969,07/11/2022,United States,New York City,AMER,NAMER,Prudential Financial,1078,Finance,Enterprise,FinanceHub,81.42,2,0.2,-9.16,2022-11,-11.25,40.71,Low Discount (0.1-0.2)
130,AMER-2022-125969,07/11/2022,United States,New York City,AMER,NAMER,Prudential Financial,1078,Finance,Enterprise,SaaS Connector Pack,238.56,3,0,26.24,2022-11,11,79.52,No Discount (0-0)
131,AMER-2023-164147,03/02/2023,Mexico,Mexico City,AMER,LATAM,Banco Santander,1101,Finance,Strategic,Site Analytics,59.97,5,0.4,-11.99,2023-02,-20,11.99,Moderate Discount (0.3-0.4)
132,AMER-2023-164147,03/02/2023,Mexico,Mexico City,AMER,LATAM,Banco Santander,1101,Finance,Strategic,Support,78.3,2,0.2,29.36,2023-02,37.5,39.15,Low Discount (0.1-0.2)
133,AMER-2023-164147,03/02/2023,Mexico,Mexico City,AMER,LATAM,Banco Santander,1101,Finance,Strategic,Storage,21.46,9,0.2,6.97,2023-02,32.5,2.38,Low Discount (0.1-0.2)
